PLAYER_ID,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN_FT_IN,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH
1631119,Jaylin Williams,C,6' 8.75'',6' 10.00'',236.60,7' 1.00'',9' 0.50'',8.0,8.5,10.5
1630652,Trevion Williams,C,6' 7.25'',6' 8.75'',264.60,7' 2.75'',9' 0.50'',10.8,9.0,10.25
1631258,Bryson Williams,PF-C,,,,,,,,
1631109,Mark Williams,C,7' 0.00'',7' 2.00'',242.40,7' 6.50'',9' 9.00'',5.4,9.0,9.75
1630592,Jalen Wilson,SF-PF,,,,,,,,
1630855,Fanbo Zeng,SF-PF,,,,,,,,
1641725,Trey Alexander,SG,6' 3.25'',,184.60,6' 10.00'',8' 5.50'',,8.5,8.75
1641735,Amari Bailey,SG,6' 3.25'',,190.80,6' 7.00'',8' 7.50'',,8.0,9.25
1641734,Emoni Bates,SF,6' 8.25'',,179.20,6' 9.00'',8' 9.00'',,8.0,8.25
1641736,Reece Beekman,PG,6' 1.50'',,190.60,6' 7.00'',8' 4.50'',,8.5,8.25
1641710,Anthony Black,PG,6' 5.75'',,210.00,6' 7.50'',8' 6.50'',,8.25,9.5
1641737,Adem Bona,C,6' 8.25'',,243.40,7' 0.25'',9' 2.50'',,9.25,10.0
1641738,Kobe Brown,PF,6' 6.50'',,252.20,7' 0.75'',8' 10.50'',,8.75,9.75
1641723,Kobe Bufkin,SG,6' 4.25'',,186.80,6' 7.75'',8' 6.50'',,8.0,9.25
1641739,Toumani Camara,PF,6' 7.00'',,220.40,7' 0.50'',8' 11.00'',,9.0,10.0
1631321,Sidy Cissoko,SF,6' 5.50'',,223.80,6' 9.75'',8' 8.00'',,9.25,10.0
1641740,Jaylen Clark,SG,6' 4.00'',,204.20,6' 9.00'',8' 5.50'',,8.5,9.0
1641730,Noah Clowney,PF,,,,,,,,
1641731,Bilal Coulibaly,SG-SF,,,,,,,,
1641741,Ricky Council IV,SF,6' 5.00'',,208.00,6' 9.00'',8' 7.00'',,7.75,8.5
1641711,Gradey Dick,SG,6' 6.25'',,204.00,6' 8.75'',8' 5.00'',,8.25,9.0
1641743,Nikola Djurisic,SF,6' 7.00'',,217.60,6' 8.25'',8' 6.00'',,8.25,9.5
1641744,Zach Edey,C,7' 3.25'',,306.40,7' 10.50'',9' 7.50'',,9.75,11.0
1641745,Adam Flagler,PG,6' 1.00'',,191.80,6' 4.50'',8' 1.00'',,8.0,9.25
1641718,Keyonte George,SG,,,,,,,,
1631243,Mouhamed Gueye,C,6' 10.25'',,212.60,7' 3.25'',9' 2.50'',,9.0,10.0
1641746,Coleman Hawkins,PF,6' 8.50'',,224.40,7' 0.25'',9' 0.50'',,8.75,8.75
1641722,Jordan Hawkins,SG,6' 4.25'',,186.00,6' 6.75'',8' 5.50'',,8.25,8.75
1630703,Scoot Henderson,PG,,,,,,,,
1641707,Taylor Hendricks,PF,6' 8.25'',,213.60,7' 0.50'',8' 11.00'',,9.25,10.25
1641747,DaRon Holmes II,C,6' 9.00'',,220.80,7' 0.50'',9' 1.00'',,8.5,9.5
1641720,Jalen Hood-Schifino,PG,6' 4.25'',,216.60,6' 10.25'',8' 4.50'',,9.0,9.75
1641724,Jett Howard,SF,,,,,,,,
1641713,GG Jackson,PF,6' 8.25'',,214.40,6' 11.50'',8' 10.00'',,8.5,10.0
1641748,Andre Jackson Jr.,SF,6' 5.50'',,198.40,6' 9.75'',8' 7.00'',,8.25,9.5
1631218,Trayce Jackson-Davis,C,6' 8.25'',,240.40,7' 1.00'',8' 10.00'',,9.25,10.75
1631170,Jaime Jaquez Jr.,SF,6' 6.00'',,226.40,6' 9.50'',8' 3.50'',,8.5,9.5
1641749,Keyontae Johnson,SF,6' 4.00'',,238.60,7' 0.00'',8' 7.00'',,9.0,9.0
1641732,Colby Jones,SG,6' 4.50'',,199.20,6' 8.00'',8' 7.00'',,8.25,8.5
1641750,Ryan Kalkbrenner,C,7' 0.75'',,251.80,7' 5.00'',9' 4.50'',,9.25,11.0
1641751,Arthur Kaluma,PF,6' 6.25'',,221.80,7' 0.50'',8' 7.50'',,8.5,10.0
1631340,Mojave King,SG,6' 3.75'',,200.60,6' 8.00'',8' 5.00'',,8.75,9.5
1641752,Bobi Klintman,PF,,,,,,,,
1641721,Maxwell Lewis,SG,6' 6.25'',,207.20,7' 0.00'',8' 8.50'',,8.75,9.5
1641726,Dereck Lively Jr.,C,,,,,,,,
1641753,Chris Livingston,SF,6' 6.00'',,219.20,6' 11.25'',8' 8.50'',,8.5,9.0
1641754,Seth Lundy,SF,6' 4.00'',,214.40,6' 10.25'',8' 8.00'',,8.5,9.0
1631256,Kevin McCullar,SF,,,,,,,,
1641756,Mike Miles Jr.,PG,6' 0.75'',,205.00,6' 0.50'',8' 0.00'',,8.0,8.25
1641706,Brandon Miller,SF,,,,,,,,
1641757,Jordan Miller,SF,6' 4.50'',,191.60,6' 11.75'',8' 7.50'',,8.5,9.25
1631159,Leonard Miller,PF,6' 9.25'',,212.80,7' 2.00'',8' 10.50'',,9.5,10.5
1641758,Judah Mintz,PG,6' 3.00'',,176.40,6' 3.50'',8' 2.00'',,8.25,9.25
1641759,Dillon Mitchell,PF,6' 6.75'',,193.00,6' 10.00'',8' 9.00'',,8.25,9.5
1641760,Omari Moore,SG,6' 5.25'',,188.60,6' 9.75'',9' 1.50'',,9.0,10.25
1631200,Kris Murray,PF,6' 7.75'',,212.80,6' 11.75'',8' 10.00'',,8.5,9.0
1641761,Grant Nelson,PF,6' 10.00'',,223.40,7' 0.00'',8' 10.50'',,9.0,9.5
1641762,James Nnaji,C,,,,,,,,
1641763,Julian Phillips,SF,6' 6.75'',,196.60,6' 11.50'',8' 6.00'',,8.5,9.0
1629618,Jalen Pickett,PG,6' 2.00'',,197.80,6' 7.25'',8' 2.50'',,8.5,7.5
1641764,Brandin Podziemski,SG,6' 3.75'',,203.80,6' 5.50'',8' 0.50'',,8.25,10.0
1641765,Olivier-Maxence Prosper,PF,6' 6.75'',,212.40,7' 1.00'',8' 8.00'',,8.25,10.0
1641712,Rayan Rupert,SF,6' 6.00'',,193.20,7' 2.00'',8' 10.00'',,8.5,9.5
1641766,Adama Sanogo,C,6' 7.25'',,257.80,7' 2.75'',9' 0.50'',,9.75,10.0
1631204,Marcus Sasser,PG,6' 1.25'',,195.60,6' 7.00'',8' 3.50'',,8.75,9.5
1641729,Brice Sensabaugh,SF,,,,,,,,
1630545,Terrence Shannon Jr.,SF,6' 5.50'',,220.00,6' 8.00'',8' 6.00'',,8.25,8.0
1641767,Ben Sheppard,SG,6' 5.25'',,194.60,6' 7.75'',8' 4.00'',,8.5,9.5
1641771,Jalen Slawson,PF,6' 6.50'',,221.60,6' 11.75'',8' 10.00'',,9.0,9.0
1631173,Terquavion Smith,SG,6' 2.50'',,163.20,6' 6.75'',8' 2.00'',,8.5,8.0
1641733,Nick Smith Jr.,SG,,,,,,,,
1631124,Julian Strawther,SF,6' 6.00'',,208.80,6' 9.25'',8' 9.00'',,8.25,8.25
1641708,Amen Thompson,SG,6' 5.75'',,214.20,7' 0.00'',8' 7.50'',,8.5,8.5
1641709,Ausar Thompson,SG,6' 5.75'',,218.20,7' 0.00'',8' 8.00'',,8.75,9.25
1631166,Drew Timme,C,6' 8.75'',,243.20,7' 1.75'',9' 0.50'',,9.0,10.0
1641772,Nae'Qwan Tomlin,PF,,,,,,,,
1631131,Oscar Tshiebwe,C,6' 7.25'',,253.60,7' 3.50'',9' 0.00'',,9.75,10.25
1641773,Azuolas Tubelis,PF,6' 8.75'',,234.80,6' 11.00'',9' 0.00'',,9.0,10.5
1641774,Tristan Vukcevic,C,6' 11.25'',,223.40,7' 2.50'',9' 3.00'',,9.0,10.25
1641716,Jarace Walker,PF,6' 6.50'',,248.60,7' 2.50'',8' 8.50'',,9.0,10.0
1641717,Cason Wallace,PG,6' 2.50'',,195.20,6' 8.50'',8' 5.00'',,8.5,9.25
1641775,Jordan Walsh,SF,6' 5.75'',,204.00,7' 1.75'',8' 11.00'',,8.75,8.5
1641705,Victor Wembanyama,C,,,,,,,,
1641727,Dariq Whitehead,SG,6' 5.75'',,217.20,6' 10.25'',8' 7.50'',,8.5,10.0
1641715,Cam Whitmore,SF,6' 5.75'',,235.00,6' 8.50'',8' 7.50'',,8.0,8.25
1630592,Jalen Wilson,SF,6' 5.50'',,230.20,6' 8.00'',8' 3.50'',,8.25,9.0
1631209,Isaiah Wong,SG,6' 2.50'',,178.40,6' 6.75'',8' 1.50'',,8.25,9.5
